lesson|word|Persian|definition|persian|example1|PersianExampleA|example2|PersianExampleB|example3|PersianExampleC|StoryTitle|StoryTitlePer|text|PerText
22|Justice|عدالت|just conduct; fair dealing|رفتار عادلانه ، برخورد منصفانه ، عدالت|a. Daniel Webster abandoned any hope for justice once he saw the jury.|دانیل وبستر با دیدن هیئت منصفه تمام امیدش به عدالت از بین رفت|"b. Our pledge to the flag refers to ""liberty and justice for all."""|"قسم ما به پرچم به شعار ""آزادی و عدالت برای همه"" مرتبط می شود"|c. The warden acknowledged that justice had not been served in my case.|زندان بان اعتراف کرد که در مورد من عدالت اجرا نشده است||||
22|Delinquent|بزهکار|an offender; criminal; behind time|متخطی ، جنایتکار ، بزهکار|a. The youthful delinquent tried to avoid going to jail.|خلاف کار جوان سعی کرد از رفتن به زندان اجتناب کند|b. All delinquents are banned from the Student Council at school.|تمام مقصران از شورای دانش آموزی در مدرسه محروم هستند|c. If you are delinquent in paying your dues, you will be dropped from membership in the club.|اگر در پرداخت حق عضویت خود اهمال کنید، عضویت شما در باشگاه لغو خواهد شد||||
22|Reject|نپذیرفتن|refuse to take, use, believe, consider, grant, etc.|از گرفتن ، بکار بردن ، باور کردن ، بررسی کردن و اعطاء چیزی امتناع مرزیدن ، نپذیرفتن ، رد کردن|a. When Sylvester tried to join the army, he was hoping the doctors would not reject him because of his eyesight.|"وقتی ""سیلوستر"" سعی می کرد به ارتش ملحق شود، امیدوار بود که پزشکان به خاطر مشکل بینایی، به او جواب رد ندهند"|b. The reform bill was unanimously rejected by Congress.|لایحه اصلاحی به اتفاق آراء توسط کنگره رد شد|c. When his promotion was rejected by the newspaper owner, the editor was thoroughly bewildered.|وقتی که ترفیع سردبیر توسط صاحب روزنامه رد شد، او کاملا گیج شد||||
22|Deprive|محروم کردن از|take away from by force|به زور گرفتن ، محروم کردن|a. The poor man was deprived of a variety of things that money could buy.|مرد فقیر از چیزهای زیادی محروم بود که با پول می توانست بخرد|b. We were deprived of a good harvest because of the lack of rain.|ما از بداشت محصول خوب، به علت کمبود باران محروم شدیم|c. Living in a rural area, Betsy was deprived of concerts and plays.|بِتسی با زندگی در یک منطقه روستایی، از دیدن کنسرت ها و نمایشنامه ها محروم شد||||
22|Spouse|همسر|husband or wife|شوهر یا زن ، همسر|a. When a husband prospers in his business, his spouse benefits also.|وقتی شوهری در کارش موفق می شود، همسر او نیز سود می برد|b. The woman and her spouse relieved each other throughout the night at their child's bedside.|زن و همسرش در تمام شب، بر بالین بچه (بیمارشان) همدیگر را دلداری دادند|"c. ""May I bring my spouse to the office party?"" Dorinda asked."|"دوریندا پرسید: ""آیا می توانم همسرم را به جشن اداره بیاورم؟"""||||
22|Vocation|حرفه|occupation; business; profession; trade|شغل ، کار ، حرفه ، کسب|a. Red Smith's vocation was as a journalist for the Times.|"حرفه ""رد اسمیت""، روزنامه نگاری برای روزنامه ""تایمز"" بود"|b. Hiroko's vocation turned into his life's career.|"پیشه ""هیروکو"" به حرفه زندگی اش تبدیل شد"|c. It is difficult to pick an appropriate vocation when you are in elementary school.|وقتی که در مدرسه ابتدایی هستید، انتخاب کردن کار مناسب مشکل است||||
22|Unstable|ناپایدار ، متزلزل|not firmly fixed; easily moved or overthrown|تثبیت نشده است ، براحتی جابجا یا واژگون می شود|a. Some unstable people may panic when they find themselves in trouble.|بعضی از آدم های متزلزل وقتی دچار گرفتاری می شوند، ممکن است دچار وحشت شوند|b. I could detect that the drinking glass was unstable and about to fall.|متوجه شدم که لیوان نوشیدنی بی ثبات بود و داشت می افتاد|c. Cathy's balance became unstable because she was very weary.|"وقتی ""کتی"" به شدت خسته شد، تعادلش بی ثبات شد"||||
22|Homicide|قتل ، قاتل|a killing of one human being by another; murder|کشتن انسانی توسط انسانی دیگر ، قتل ، آدم کشی|a. The police were baffled as to who was responsible for the homicide.|پلیس در مورد اینکه چه کسی مسئول قتل بود گیج شد|b. It took a crafty person to get away with that homicide.|یک شخص حیله گر را می خواست که بتواند از آن قتل، فرار کند|c. News of the homicide quickly circulated through our vicinity.|خبر آدم کشی، به سرعت در سرتا سر اطراف ما پخش شد||||
22|Penalize|اجحاف کردن ، ظلم کردن|declare punishable by law or rule; set a penalty for|مجازات کردن ، تنبیه کردن|a. The Detroit Lions were penalized fifteen yards for their rough play.|"تیم ""دیترویت لاینز"" به خاطر بازی خشن پانزده هزار دولار جریمه شد"|b. We were penalized for not following tradition.|ما به خاطر پیروی نکردن از سنّت تنبیه شدیم|c. Mrs. Robins penalized us for doing the math problem in ink.|"خانم ""رابینز"" به خاطر اینکه تمرین های ریاضی را با مرکّب نوشتیم ما را تنبیه کرد"||||
22|Beneficiary|ذینفع ،‌ بهره مند|person who receives benefit|کسی که از مزیتی بهره مند می شود ، ذینفع|a. I was the beneficiary of $8,000 when my grandfather died.|وقتی پدربزرگم مرد، من وارث هشت هزار دولار بودم|b. When the paintings were sold, the millionaire's niece was the beneficiary.|وقتی که نقاشی ها فروخته شد، خواهر زاده میلیونر، وارث او بود|c. My brother was the beneficiary of excellent advice from his guidance counselor.|برادرم از نصایح خوب مشاور، منتفع شد||||
23|Reptile|جانور خزنده|a cold blooded animal that creeps or crawls; snakes, lizards, turtles, alligators, and crocodiles|حیوان خونسردی که می خزد ، مار ، مارمولک ، لاک پشت ، تمساح|a. The lizard is a reptile with a very slender body.|مارمولک، نوعی خزنده با بدن خیلی باریک است|b. Reptiles are kept in the museum's large hall.|خزندگان در تالار بزرگ موزه نگهداری می شوند|c. A crocodile is a reptile that is more nimble in the water than out of it.|تمساح خزنده ای است که در آب چابک تر از خشکی است||||
